reas_group,reas_desc,state,category1,spare4
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5526,DOWNTIME,Process Failure,5526
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5527,DOWNTIME,Process Failure,5527
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5528,DOWNTIME,Process Failure,5528
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5529,DOWNTIME,Process Failure,5529
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5530,DOWNTIME,Process Failure,5530
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5531,DOWNTIME,Process Failure,5531
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5532,DOWNTIME,Process Failure,5532
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5533,DOWNTIME,Process Failure,5533
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5534,DOWNTIME,Process Failure,5534
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5535,DOWNTIME,Process Failure,5535
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5536,DOWNTIME,Process Failure,5536
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5537,DOWNTIME,Process Failure,5537
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5538,DOWNTIME,Process Failure,5538
Houston|BL1 Reasons|Full Case Convey 1,Future Fault 5539,DOWNTIME,Process Failure,5539
Houston|BL1 Reasons|Full Case Convey 2,Fault Learning,DOWNTIME,Process Failure,5600
Houston|BL1 Reasons|Full Case Convey 2,Machine Aborted,DOWNTIME,Process Failure,5601
Houston|BL1 Reasons|Full Case Convey 2,Emergency Stop,DOWNTIME,Process Failure,5602
Houston|BL1 Reasons|Full Case Convey 2,Machine Held,DOWNTIME,Process Failure,5603
